"Latest: Time (s)","Latest: Illumination (lux)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)","Run 1: Time (s)","Run 1: Intensity (%)","Run 1: Angle (rad)","Run 1: Velocity (rad/s)","Run 1: Acceleration (rad/s²)"
4.799928,29450.0354004,-2.60054058547,-0.933280335341,-0.989857627769,8.4,21.6415405273,-2.28638132011,-0.048481368111,1.55140377955
4.828499,29625.9265137,-2.61799387799,-0.967217802081,-1.60026983156,8.45,21.1837768555,-2.28638132011,-0.00969627362219,0.705673246948
4.85707,29684.5568848,-2.65290046303,-1.08599893567,-0.461933559624,8.5,19.140625,-2.28638132011,0,0.226246384518
4.885641,29919.0783691,-2.68780704807,-0.98418653545,0.494928813883,8.55,19.1711425781,-2.28638132011,0,0.043094549432
4.914212,29977.7087402,-2.70526034059,-0.98418653545,-0.610412203796,8.6,19.5373535156,-2.28638132011,0,0.005386818679
4.942783,29977.7087402,-2.74016692563,-1.08599893567,-2.17563800944E-012,8.65,19.4763183594,-2.28638132011,0,0
4.971354,30212.2302246,-2.77507351067,-0.984186535451,0.610412203792,8.7,19.140625,-2.28638132011,0,0
4.999925,30153.5998535,-2.79252680319,-0.98418653545,-0.494928813884,8.75,19.4458007813,-2.28638132011,0,-0.00538681867899
5.028496,30446.751709,-2.82743338823,-1.08599893567,0.428938305372,8.8,19.5068359375,-2.28638132011,0,-0.0484813681109
5.057067,30505.3820801,-2.86233997327,-0.96721780208,1.36930305175,8.85,19.62890625,-2.28638132011,0,-0.26934093395
5.085638,30622.6428223,-2.87979326579,-0.933280335341,-0.131981017039,8.9,20.5749511719,-2.28638132011,-0.00969627362219,-0.921145994108
5.114209,30681.2731934,-2.91469985083,-0.950249068711,-2.55713220508,8.95,20.7260131836,-2.28638132011,-0.0581776417331,-2.18166156499
5.14278,30681.2731934,-2.93215314335,-1.05206146893,-5.46071457987,9,21.061706543,-2.28638132011,-0.22301429331,-3.37214849305
5.171351,30622.6428223,-2.96705972839,-1.37446740296,-4.53684746062,9.05,22.1603393555,-2.30383461263,-0.465421133865,-3.22131757004
5.199922,30505.3820801,-3.01941960595,-1.42537360307,0.0494928813924,9.1,22.038269043,-2.33874119767,-0.610865238198,-1.83690516954
5.228493,30564.0124512,-3.05432619099,-1.28962373611,2.47464406943,9.15,22.282409668,-2.37364778271,-0.601168964576,-1.06120327976
5.257064,30505.3820801,-3.08923277603,-1.22174880263,2.80459661202,9.2,22.4044799805,-2.39110107523,-0.688435427176,-0.737994159022
5.285635,30505.3820801,-3.12413936107,-1.15387386915,3.15104678174,9.25,25.3921508789,-2.44346095279,-0.746613068909,0.624870966763
5.314206,30388.1213379,-3.15904594611,-1.00115526882,2.1776867811,9.3,25.422668457,-2.47836753783,-0.591472690954,1.30361012032
5.342777,30329.4909668,-3.17649923863,-0.984186535451,-0.0329952542591,9.35,25.9414672852,-2.49582083035,-0.542991322843,0.651805060158
5.371348,30270.8605957,-3.21140582367,-1.08599893567,2.17596182934E-012,9.4,25.0579833984,-2.53072741539,-0.53329504922,0.00538681867898
5.399919,30153.5998535,-3.24631240871,-0.98418653545,0.0494928813926,9.45,22.2213745117,-2.54818070791,-0.552687596465,-0.457879587715
5.42849,30036.3391113,-3.26376570123,-1.00115526882,-2.07870101832,9.5,20.9701538086,-2.58308729295,-0.62056151182,-0.177765016407
5.457061,29919.0783691,-3.29867228627,-1.15387386915,-2.7386061035,9.55,20.0866699219,-2.61799387799,-0.562383870087,-0.0161604560368
5.485632,29919.0783691,-3.33357887131,-1.20478006926,-2.14469152684,9.6,20.5139160156,-2.63544717051,-0.572080143709,-0.635644604121
5.514203,29684.5568848,-3.36848545635,-1.238717536,-2.57362983221,9.65,21.8246459961,-2.67035375555,-0.659346606309,-0.630257785442
5.542774,29567.2961426,-3.40339204139,-1.30659246948,-4.05841627386,9.7,23.1964111328,-2.70526034059,-0.678739153553,0.183151835086
5.571345,29450.0354004,-3.43829862643,-1.51021726992,-3.99242576534,9.75,22.6791381836,-2.74016692563,-0.649650332687,1.14200555995
5.599916,29039.6228027,-3.49065850399,-1.66293587024,0.115483389904,9.8,22.9232788086,-2.77507351067,-0.53329504922,1.45982786201
5.628487,28922.3620605,-3.54301838155,-1.51021726992,4.56984271487,9.85,24.1729736328,-2.79252680319,-0.436332312999,0.554842323936
5.657058,28805.1013184,-3.57792496659,-1.28962373611,5.51020746126,9.9,24.7833251953,-2.80998009571,-0.494509954732,-0.037707730753
